dataset_name,num_clients,round,client_id,num_samples,train_loss,train_accuracy,train_ce_loss,train_reg_loss,train_time_sec,class_distribution
covid,3,1,aggregate,3,0.6675576971359366,0.7645287030474841,0.6626623587965782,0.048953379789741784,,
covid,3,2,aggregate,3,0.5184623734669541,0.8138140798488069,0.5136247565127168,0.048376173916376886,,
covid,3,3,aggregate,3,0.44175924302844216,0.8455587054098748,0.4376919002824646,0.040673430372331405,,
covid,3,4,aggregate,3,0.3808495414813159,0.8643397117883298,0.3774122792973097,0.03437263066540482,,
covid,3,5,aggregate,3,0.3533979064323793,0.8741731632412001,0.35032784273784573,0.030700638966446536,,
