dataset_name,num_clients,round,class_name,precision,recall,f1,support
brain_tumor_mri,3,0,glioma,0.47368421052631576,0.12857142857142856,0.20224719101123595,280
brain_tumor_mri,3,0,meningioma,0.17083333333333334,0.29285714285714287,0.21578947368421053,280
brain_tumor_mri,3,0,notumor,0.13272727272727272,0.26071428571428573,0.17590361445783131,280
brain_tumor_mri,3,0,pituitary,0.0,0.0,0.0,280
brain_tumor_mri,3,1,glioma,1.0,0.2892857142857143,0.4487534626038781,280
brain_tumor_mri,3,1,meningioma,0.6047619047619047,0.45357142857142857,0.5183673469387755,280
brain_tumor_mri,3,1,notumor,1.0,0.07857142857142857,0.1456953642384106,280
brain_tumor_mri,3,1,pituitary,0.34572490706319703,0.9964285714285714,0.5133394664213431,280
brain_tumor_mri,3,2,glioma,0.9574468085106383,0.9642857142857143,0.9608540925266904,280
brain_tumor_mri,3,2,meningioma,0.937007874015748,0.85,0.8913857677902621,280
brain_tumor_mri,3,2,notumor,0.9705882352941176,0.9428571428571428,0.9565217391304348,280
brain_tumor_mri,3,2,pituitary,0.8621794871794872,0.9607142857142857,0.9087837837837838,280
brain_tumor_mri,3,3,glioma,0.9736842105263158,0.925,0.9487179487179487,280
brain_tumor_mri,3,3,meningioma,0.9117647058823529,0.8857142857142857,0.8985507246376812,280
brain_tumor_mri,3,3,notumor,0.9924242424242424,0.9357142857142857,0.9632352941176471,280
brain_tumor_mri,3,3,pituitary,0.8710691823899371,0.9892857142857143,0.9264214046822743,280
brain_tumor_mri,3,4,glioma,0.9850746268656716,0.9428571428571428,0.9635036496350365,280
brain_tumor_mri,3,4,meningioma,0.940959409594096,0.9107142857142857,0.925589836660617,280
brain_tumor_mri,3,4,notumor,0.9925373134328358,0.95,0.9708029197080292,280
brain_tumor_mri,3,4,pituitary,0.8849840255591054,0.9892857142857143,0.9342327150084317,280
brain_tumor_mri,3,5,glioma,0.9959839357429718,0.8857142857142857,0.9376181474480151,280
brain_tumor_mri,3,5,meningioma,0.8865979381443299,0.9214285714285714,0.9036777583187391,280
brain_tumor_mri,3,5,notumor,0.9747292418772563,0.9642857142857143,0.9694793536804309,280
brain_tumor_mri,3,5,pituitary,0.9042904290429042,0.9785714285714285,0.9399656946826758,280
