dataset_name,num_clients,round,class_name,precision,recall,f1,support
brain_tumor_mri,3,0,glioma,0.34579439252336447,0.6607142857142857,0.4539877300613497,280
brain_tumor_mri,3,0,meningioma,0.3212669683257919,0.25357142857142856,0.2834331337325349,280
brain_tumor_mri,3,0,notumor,0.3333333333333333,0.0035714285714285713,0.007067137809187279,280
brain_tumor_mri,3,0,pituitary,0.4404432132963989,0.5678571428571428,0.4960998439937597,280
brain_tumor_mri,3,1,glioma,1.0,0.6535714285714286,0.7904967602591793,280
brain_tumor_mri,3,1,meningioma,0.4990403071017274,0.9285714285714286,0.6491885143570537,280
brain_tumor_mri,3,1,notumor,1.0,0.5464285714285714,0.7066974595842956,280
brain_tumor_mri,3,1,pituitary,0.9049429657794676,0.85,0.8766114180478821,280
brain_tumor_mri,3,2,glioma,0.9432624113475178,0.95,0.9466192170818505,280
brain_tumor_mri,3,2,meningioma,0.9140625,0.8357142857142857,0.8731343283582089,280
brain_tumor_mri,3,2,notumor,0.9743589743589743,0.95,0.9620253164556962,280
brain_tumor_mri,3,2,pituitary,0.8737864077669902,0.9642857142857143,0.9168081494057725,280
brain_tumor_mri,3,3,glioma,0.9708029197080292,0.95,0.9602888086642599,280
brain_tumor_mri,3,3,meningioma,0.8613861386138614,0.9321428571428572,0.8953687821612349,280
brain_tumor_mri,3,3,notumor,0.9743589743589743,0.95,0.9620253164556962,280
brain_tumor_mri,3,3,pituitary,0.9481481481481482,0.9142857142857143,0.9309090909090909,280
brain_tumor_mri,3,4,glioma,0.9744525547445255,0.9535714285714286,0.9638989169675091,280
brain_tumor_mri,3,4,meningioma,0.9131944444444444,0.9392857142857143,0.926056338028169,280
brain_tumor_mri,3,4,notumor,0.9708029197080292,0.95,0.9602888086642599,280
brain_tumor_mri,3,4,pituitary,0.9436619718309859,0.9571428571428572,0.950354609929078,280
brain_tumor_mri,3,5,glioma,0.9543859649122807,0.9714285714285714,0.9628318584070796,280
brain_tumor_mri,3,5,meningioma,0.9688715953307393,0.8892857142857142,0.9273743016759777,280
brain_tumor_mri,3,5,notumor,0.9890510948905109,0.9678571428571429,0.9783393501805054,280
brain_tumor_mri,3,5,pituitary,0.9111842105263158,0.9892857142857143,0.9486301369863014,280
