dataset_name,num_clients,round,class_name,precision,recall,f1,support
brain_tumor_mri,3,0,glioma,0.6415094339622641,0.12142857142857143,0.2042042042042042,280
brain_tumor_mri,3,0,meningioma,0.18009478672985782,0.40714285714285714,0.2497261774370208,280
brain_tumor_mri,3,0,notumor,0.375,0.04285714285714286,0.07692307692307693,280
brain_tumor_mri,3,0,pituitary,0.1044776119402985,0.15,0.12316715542521994,280
brain_tumor_mri,3,1,glioma,1.0,0.7285714285714285,0.8429752066115702,280
brain_tumor_mri,3,1,meningioma,0.41603630862329805,0.9821428571428571,0.5844845908607864,280
brain_tumor_mri,3,1,notumor,0.968,0.8642857142857143,0.9132075471698113,280
brain_tumor_mri,3,1,pituitary,1.0,0.017857142857142856,0.03508771929824561,280
brain_tumor_mri,3,2,glioma,0.9808429118773946,0.9142857142857143,0.9463955637707948,280
brain_tumor_mri,3,2,meningioma,0.8863636363636364,0.8357142857142857,0.8602941176470589,280
brain_tumor_mri,3,2,notumor,0.9772727272727273,0.9214285714285714,0.9485294117647058,280
brain_tumor_mri,3,2,pituitary,0.8126888217522659,0.9607142857142857,0.8805237315875614,280
brain_tumor_mri,3,3,glioma,0.9383561643835616,0.9785714285714285,0.958041958041958,280
brain_tumor_mri,3,3,meningioma,0.967479674796748,0.85,0.9049429657794676,280
brain_tumor_mri,3,3,notumor,0.9581881533101045,0.9821428571428571,0.9700176366843033,280
brain_tumor_mri,3,3,pituitary,0.911864406779661,0.9607142857142857,0.9356521739130435,280
brain_tumor_mri,3,4,glioma,0.9608540925266904,0.9642857142857143,0.9625668449197861,280
brain_tumor_mri,3,4,meningioma,0.9613899613899614,0.8892857142857142,0.9239332096474954,280
brain_tumor_mri,3,4,notumor,0.9927272727272727,0.975,0.9837837837837838,280
brain_tumor_mri,3,4,pituitary,0.9049180327868852,0.9857142857142858,0.9435897435897436,280
brain_tumor_mri,3,5,glioma,0.9885931558935361,0.9285714285714286,0.9576427255985267,280
brain_tumor_mri,3,5,meningioma,0.9041095890410958,0.9428571428571428,0.9230769230769231,280
brain_tumor_mri,3,5,notumor,0.9820143884892086,0.975,0.978494623655914,280
brain_tumor_mri,3,5,pituitary,0.9407665505226481,0.9642857142857143,0.9523809523809523,280
