dataset_name,num_clients,round,global_test_acc,balanced_accuracy,global_test_loss,ce_loss,reg_loss,f1_macro,f1_micro,f1_weighted,precision_macro,recall_macro,specificity_macro,sensitivity_macro,roc_auc_macro,pr_auc_macro,mean_confidence,mean_entropy,ece,inference_time_sec,training_time_sec,aggregation_time_sec
covid,4,0,0.16914717694306639,0.2475795297372061,2.477194831130805,0.0,0.0,0.07261663286004057,0.16914717694306639,0.049611930600339554,0.04254813406227716,0.2475795297372061,0.7491977481345249,0.2475795297372061,0.422183764945823,0.23501586733442942,0.754977324366316,0.7483138559026764,0.5867821759586777,30.695992469787598,0.0,0.0
covid,4,1,0.35364989369241673,0.40637695443462424,1.284072464024404,0.0,0.0,0.27339231575164535,0.35364989369241673,0.27351229451462244,0.5114672364672365,0.40637695443462424,0.8033454627514034,0.40637695443462424,0.9162160630894456,0.7525436722759995,0.5575738246069714,0.9900832263300742,0.21544864384412143,24.122772693634033,0.0,0.0
covid,4,2,0.6836758799905505,0.729089527438206,0.754596664526489,0.0,0.0,0.6981159879798849,0.6836758799905505,0.6973750972624142,0.7829717087743565,0.729089527438206,0.9009917671357487,0.729089527438206,0.9730772344125884,0.933677022653628,0.6290547058369965,0.8314632867081013,0.054621174153553935,24.20191264152527,0.0,0.0
covid,4,3,0.8646350106307583,0.890304195482553,0.38206068283273004,0.0,0.0,0.8676817975918103,0.8646350106307583,0.8677017308189552,0.8643164508706753,0.890304195482553,0.9531679445097287,0.890304195482553,0.9823248952139276,0.9635633791314547,0.8258465504198527,0.4643126563625643,0.0387884602109056,24.020986795425415,0.0,0.0
covid,4,4,0.8244743680604772,0.8719686741543863,0.4559585908865664,0.0,0.0,0.823243959181925,0.8244743680604772,0.8316738054069405,0.8144008999582504,0.8719686741543863,0.9431875273569713,0.8719686741543863,0.980771506141245,0.9614817036361449,0.8181411967529857,0.46162848831803815,0.021145266771823445,23.888784170150757,0.0,0.0
covid,4,5,0.9104653909756674,0.9262485037974055,0.27909429027429855,0.0,0.0,0.9106954779605885,0.9104653909756674,0.9106367336468297,0.8989533781258092,0.9262485037974055,0.9675067904742258,0.9262485037974055,0.9864588785420279,0.9725993472065302,0.8690166809641664,0.36745082309142957,0.041959833597534246,24.13537621498108,0.0,0.0
