dataset_name,num_clients,round,class_name,precision,recall,f1,support
covid,3,0,COVID,0.0,0.0,0.0,723
covid,3,0,Lung_Opacity,0.0,0.0,0.0,1203
covid,3,0,Normal,0.0,0.0,0.0,2038
covid,3,0,Viral Pneumonia,0.06354831089062131,1.0,0.11950244335850733,269
covid,3,1,COVID,0.1916135881104034,0.9986168741355463,0.3215319527944778,723
covid,3,1,Lung_Opacity,0.8924485125858124,0.32418952618453867,0.47560975609756095,1203
covid,3,1,Normal,1.0,0.013738959764474975,0.027105517909002903,2038
covid,3,1,Viral Pneumonia,0.0,0.0,0.0,269
covid,3,2,COVID,0.512,0.9737206085753803,0.6711153479504289,723
covid,3,2,Lung_Opacity,0.8461538461538461,0.8137988362427265,0.8296610169491525,1203
covid,3,2,Normal,0.9580952380952381,0.7404317958783121,0.8353169111541655,2038
covid,3,2,Viral Pneumonia,1.0,0.4684014869888476,0.6379746835443038,269
covid,3,3,COVID,0.8763020833333334,0.9308437067773168,0.9027498323272971,723
covid,3,3,Lung_Opacity,0.8753076292042657,0.8869492934330839,0.8810900082576383,1203
covid,3,3,Normal,0.9346473029045643,0.8842001962708538,0.9087241553202219,2038
covid,3,3,Viral Pneumonia,0.8113207547169812,0.9591078066914498,0.879045996592845,269
covid,3,4,COVID,0.895778364116095,0.9391424619640387,0.9169480081026333,723
covid,3,4,Lung_Opacity,0.940212150433944,0.8104738154613467,0.8705357142857143,1203
covid,3,4,Normal,0.897742975587287,0.9563297350343474,0.9261107151342362,2038
covid,3,4,Viral Pneumonia,0.9550561797752809,0.9479553903345725,0.9514925373134329,269
covid,3,5,COVID,0.9070680628272252,0.9585062240663901,0.9320780094149294,723
covid,3,5,Lung_Opacity,0.9171752397558849,0.8744804655029094,0.8953191489361703,1203
covid,3,5,Normal,0.9348469891411648,0.929342492639843,0.9320866141732284,2038
covid,3,5,Viral Pneumonia,0.8817567567567568,0.9702602230483272,0.9238938053097345,269
