dataset_name,num_clients,round,client_id,num_samples,train_loss,train_accuracy,train_ce_loss,train_reg_loss,train_time_sec,class_distribution
covid,3,1,aggregate,3,0.6485975772725889,0.7718816442239547,0.6445631426951577,0.04034434465993748,,
covid,3,2,aggregate,3,0.5291157180675302,0.8109201511930073,0.5256324989271028,0.03483219123541158,,
covid,3,3,aggregate,3,0.4452080932548571,0.8389144814552327,0.44243635341767973,0.027717396779251637,,
covid,3,4,aggregate,3,0.38321434625440065,0.8628632175761871,0.3808726061112649,0.02341740064166958,,
covid,3,5,aggregate,3,0.3527902874725101,0.8736711552090716,0.35081200949458713,0.019782777951401938,,
